SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
188905,6068896,Closed,currency 1,-633,0,-450.0,-480.0,11236.635,0,73665.0,0.0,0.0,0.0,Consumer credit,-479,
420114,6166625,Closed,currency 1,-1883,0,-1548.0,-1577.0,6210.0,0,50895.9,0.0,0.0,0.0,Consumer credit,-1577,
419870,6017101,Active,currency 1,-123,0,27528.0,,0.0,0,90000.0,32716.8,57283.2,0.0,Credit card,-12,
186092,5686745,Closed,currency 1,-1506,0,-1141.0,-1141.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-856,
303391,6812815,Closed,currency 1,-407,0,-142.0,-142.0,,0,254700.0,0.0,0.0,0.0,Consumer credit,-138,
364140,6769840,Active,currency 1,-504,0,-48.0,,0.0,0,75825.0,0.0,0.0,0.0,Consumer credit,-490,
438465,5042342,Closed,currency 1,-2167,0,-1072.0,-1289.0,,0,256576.5,0.0,,0.0,Consumer credit,-1287,
342937,5398896,Closed,currency 1,-666,0,-572.0,-572.0,0.0,0,18768.06,0.0,0.0,0.0,Consumer credit,-566,
101915,6048264,Active,currency 1,-1757,0,424.0,,,0,391500.0,350806.5,0.0,0.0,Credit card,-4,22500.0
116209,6729184,Active,currency 1,-438,0,652.0,,,0,112500.0,113845.5,0.0,0.0,Credit card,-39,
156158,5792018,Active,currency 1,-532,0,199.0,,0.0,0,360000.0,131272.065,0.0,0.0,Consumer credit,-17,3343.5
328899,6055771,Active,currency 1,-768,0,499.0,,,0,90000.0,0.0,0.0,0.0,Credit card,-159,
220831,5527781,Closed,currency 1,-646,0,449.0,-358.0,0.0,0,385438.5,0.0,0.0,0.0,Consumer credit,-358,
444746,5773707,Closed,currency 1,-664,0,-361.0,-249.0,,0,83160.0,0.0,0.0,0.0,Consumer credit,-249,
450222,5391482,Active,currency 1,-814,0,,,,0,337500.0,,,0.0,Credit card,-21,
337744,6811940,Closed,currency 1,-667,0,-364.0,-338.0,,0,176895.0,,,0.0,Consumer credit,-332,
184898,6027318,Closed,currency 1,-300,0,-268.0,-268.0,0.0,0,90000.0,0.0,90000.0,0.0,Credit card,-268,
245176,6545098,Closed,currency 1,-640,0,-275.0,-604.0,,0,60750.0,0.0,0.0,0.0,Consumer credit,-603,5241.24
375714,5618999,Active,currency 1,-2548,0,-1429.0,,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-692,0.0
261139,5657217,Active,currency 1,-2169,0,8788.0,,2353.5,1,1350000.0,,,0.0,Credit card,-395,
109002,5569955,Closed,currency 1,-2575,0,-2027.0,-2238.0,,0,202500.0,0.0,0.0,0.0,Consumer credit,-538,
312474,5510677,Closed,currency 1,-2576,0,-2241.0,-2267.0,16425.0,0,139725.0,0.0,0.0,0.0,Consumer credit,-2242,
250016,5580125,Closed,currency 1,-1231,0,-500.0,-856.0,,0,234000.0,0.0,0.0,0.0,Consumer credit,-849,
356438,6450028,Active,currency 1,-148,0,64.0,,,0,55125.0,24106.5,0.0,0.0,Consumer credit,-24,
277348,5626123,Closed,currency 1,-2569,0,-1839.0,-2144.0,,0,1170000.0,0.0,,0.0,Car loan,-2144,0.0
441712,6242470,Closed,currency 1,-552,0,,-245.0,17985.645,0,450000.0,0.0,0.0,0.0,Credit card,-240,
388611,5856945,Closed,currency 1,-1726,0,466.0,-485.0,,0,0.0,0.0,0.0,0.0,Credit card,-478,
260013,6751838,Closed,currency 1,-2266,0,-1901.0,-1901.0,,0,66015.0,0.0,0.0,0.0,Consumer credit,-1649,
239969,5854912,Closed,currency 1,-1136,0,-864.0,-847.0,,0,102510.0,0.0,0.0,0.0,Consumer credit,-720,
399563,5948300,Active,currency 1,-744,0,621.0,,,0,225000.0,228271.5,0.0,0.0,Credit card,-20,
222001,6514768,Closed,currency 1,-1032,0,-666.0,-651.0,22401.0,0,225000.0,,,0.0,Consumer credit,-651,
276379,5547117,Active,currency 1,-36,0,268.0,,0.0,0,48020.805,48020.805,0.0,0.0,Consumer credit,-30,
333612,6329071,Active,currency 1,-62,0,152.0,,,0,67113.0,59634.0,0.0,0.0,Consumer credit,-7,
279137,6333216,Closed,currency 1,-639,0,91.0,-409.0,,0,139860.0,0.0,0.0,0.0,Consumer credit,-166,0.0
199591,6677040,Closed,currency 1,-250,0,-246.0,-246.0,0.0,0,25476.435,0.0,0.0,0.0,Consumer credit,-246,
187343,6509471,Closed,currency 1,-1079,0,-340.0,-340.0,0.0,0,176270.445,0.0,0.0,0.0,Consumer credit,-337,
277452,6601108,Closed,currency 1,-899,0,-783.0,-783.0,,0,23787.0,0.0,0.0,0.0,Consumer credit,-308,
181949,5516258,Closed,currency 1,-823,0,-93.0,-93.0,0.0,0,251944.155,0.0,0.0,0.0,Consumer credit,-91,
434434,5342984,Closed,currency 1,-1099,0,-832.0,-832.0,4.5,0,78700.5,,,0.0,Consumer credit,-827,
147784,6756612,Active,currency 1,-106,0,77.0,,0.0,0,23044.95,11871.0,0.0,0.0,Consumer credit,-13,
292979,5054796,Closed,currency 1,-1040,0,-705.0,-684.0,,0,97132.5,,,0.0,Consumer credit,-669,
324193,6180300,Closed,currency 1,-1999,0,-1270.0,-1624.0,,0,225000.0,,,0.0,Consumer credit,-1624,
100269,5224503,Closed,currency 1,-689,0,-324.0,-324.0,,0,94999.5,0.0,0.0,0.0,Consumer credit,-317,
168135,6066737,Active,currency 1,-1350,0,30906.0,,,0,0.0,0.0,,0.0,Credit card,-122,0.0
223327,6522051,Closed,currency 1,-2450,0,31104.0,-2167.0,,0,121950.0,0.0,0.0,0.0,Credit card,-562,
311985,6133242,Closed,currency 1,-302,0,,-287.0,,0,18000.0,0.0,,0.0,Microloan,-287,
270731,5138301,Closed,currency 1,-1101,0,-370.0,-705.0,,0,247500.0,0.0,0.0,0.0,Consumer credit,-59,
372131,5570386,Active,currency 1,-1255,0,-402.0,,0.0,0,450000.0,,,0.0,Consumer credit,-519,
346626,5321186,Closed,currency 1,-2498,0,-2255.0,-2283.0,0.0,0,95106.15,0.0,0.0,0.0,Consumer credit,-2283,
330355,6179115,Closed,currency 1,-837,0,-535.0,-508.0,,0,130590.0,,,0.0,Consumer credit,-502,
383561,5404024,Active,currency 1,-552,0,5994.0,,,0,3240000.0,1261309.5,0.0,0.0,Mortgage,-40,
187699,5490831,Closed,currency 1,-1549,0,1168.0,-575.0,,0,315000.0,0.0,,0.0,Credit card,-202,
388930,5486324,Closed,currency 1,-430,0,-64.0,-64.0,0.0,0,123255.0,0.0,0.0,0.0,Consumer credit,-58,
396698,6117736,Closed,currency 1,-1747,0,-651.0,-837.0,0.0,0,911209.5,,,0.0,Car loan,-837,
451819,6329810,Closed,currency 1,-925,0,-615.0,-615.0,0.0,0,77265.0,0.0,0.0,0.0,Consumer credit,-611,
442909,6338721,Sold,currency 1,-2116,0,-1753.0,,,0,101812.5,,,0.0,Credit card,-2024,
437631,5814758,Closed,currency 1,-2196,0,-1100.0,-1282.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-830,0.0
307920,5692367,Active,currency 1,-881,0,743.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-668,22500.0
306272,5420304,Active,currency 1,-568,0,1285.0,,,0,495000.0,485917.38,9082.62,0.0,Credit card,-13,
218158,6504509,Closed,currency 1,-1408,0,-1288.0,-1378.0,,0,30892.5,0.0,,0.0,Consumer credit,-723,
233263,5468271,Closed,currency 1,-2432,0,-1942.0,-1942.0,0.0,0,223222.5,,,0.0,Consumer credit,-1940,
262458,6344414,Closed,currency 1,-2873,0,-2498.0,-2333.0,,0,26986.5,,,0.0,Consumer credit,-2333,
212781,5940008,Closed,currency 1,-984,0,-730.0,-730.0,0.0,0,1662750.0,0.0,0.0,0.0,Consumer credit,-726,
454618,6028498,Active,currency 1,-36,0,786.0,,0.0,0,365929.74,356728.5,0.0,0.0,Consumer credit,-6,13552.965
376899,5962615,Active,currency 1,-965,0,843.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-631,
436127,6388504,Closed,currency 1,-740,0,1086.0,-483.0,0.0,0,1440801.0,,,0.0,Consumer credit,-482,
141059,5715994,Active,currency 1,-464,0,1362.0,,0.0,0,453177.0,377244.0,,0.0,Consumer credit,-5,
155687,6566635,Closed,currency 1,-1448,0,-1233.0,-634.0,,0,28620.0,0.0,0.0,0.0,Consumer credit,-633,0.0
320606,5988114,Active,currency 1,-800,0,,,,0,270000.0,,,0.0,Credit card,-640,0.0
311143,5280159,Closed,currency 1,-1613,0,-517.0,-496.0,,0,900000.0,0.0,0.0,0.0,Car loan,-63,
414323,6433202,Active,currency 1,-111,0,1376.0,,,0,45000.0,42561.0,0.0,0.0,Credit card,-26,5589.0
303233,5823735,Closed,currency 1,-2176,0,-351.0,-2172.0,0.0,0,675000.0,,,0.0,Consumer credit,-2172,0.0
206569,5282418,Closed,currency 1,-1122,0,-393.0,-602.0,,0,229500.0,,,0.0,Consumer credit,-599,
172880,5169316,Active,currency 1,-96,0,1365.0,,0.0,0,835396.02,816148.575,0.0,0.0,Consumer credit,-35,0.0
155548,6803131,Active,currency 1,-1149,0,678.0,,0.0,0,360000.0,,,0.0,Consumer credit,-22,5999.985
410652,6623117,Closed,currency 1,-761,0,-657.0,-657.0,,0,51457.5,0.0,0.0,0.0,Consumer credit,-637,
446726,5159711,Closed,currency 1,-2144,0,-1962.0,-1957.0,,0,37287.0,0.0,0.0,0.0,Consumer credit,-773,409.635
317805,5096460,Closed,currency 1,-624,0,-78.0,-78.0,,0,450000.0,0.0,,0.0,Consumer credit,-77,
380612,5759126,Closed,currency 1,-1924,0,-1801.0,-1830.0,0.0,0,39206.385,0.0,0.0,0.0,Consumer credit,-1830,
431778,6766003,Closed,currency 1,-2639,0,-812.0,-1021.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-278,0.0
341046,5375451,Sold,currency 1,-1936,0,-1388.0,,,0,98901.0,,,0.0,Credit card,-1936,
431953,5924211,Closed,currency 1,-1227,0,-435.0,-1118.0,,0,202500.0,0.0,,0.0,Consumer credit,-1116,15345.0
313380,5412695,Closed,currency 1,-2684,0,-2379.0,-2379.0,0.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-2378,
151023,5902706,Active,currency 1,-544,0,30887.0,,,0,49500.0,0.0,0.0,0.0,Credit card,-12,2340.0
294178,6502943,Closed,currency 1,-748,0,-206.0,-297.0,,0,127953.0,0.0,0.0,0.0,Consumer credit,-295,
129749,6409756,Closed,currency 1,-1444,0,-95.0,-95.0,,0,0.0,0.0,0.0,0.0,Credit card,-89,0.0
277649,5612393,Closed,currency 1,-1869,0,-1596.0,-1625.0,,0,33946.92,0.0,,0.0,Consumer credit,-731,
431834,5938699,Active,currency 1,-41,0,325.0,,0.0,0,18000.0,16309.53,0.0,0.0,Consumer credit,-10,1816.155
342925,5900284,Closed,currency 1,-839,0,-505.0,-533.0,3825.0,0,34068.6,0.0,0.0,0.0,Consumer credit,-524,
350315,6247678,Closed,currency 1,-698,0,-216.0,-216.0,0.0,0,1026000.0,0.0,0.0,0.0,Consumer credit,-216,65277.0
432060,6492690,Active,currency 1,-79,0,286.0,,0.0,0,60709.5,56808.0,0.0,0.0,Consumer credit,-49,
370599,5774539,Closed,currency 1,-1419,0,-1054.0,-995.0,,0,225000.0,,,0.0,Consumer credit,-992,0.0
393385,6803105,Closed,currency 1,-2601,0,-2266.0,-2295.0,4095.0,0,34280.1,0.0,0.0,0.0,Consumer credit,-2295,6468.57
143328,5984147,Active,currency 1,-219,0,116.0,,,0,85500.0,28022.265,,0.0,Consumer credit,-42,
236435,6281557,Closed,currency 1,-1147,0,-809.0,-809.0,,0,106470.0,0.0,,0.0,Consumer credit,-803,
120542,5398353,Active,currency 1,-1169,0,-60.0,,,0,391500.0,311188.5,0.0,0.0,Credit card,-43,
201617,6091136,Closed,currency 1,-2176,0,-1613.0,-1613.0,0.0,0,144000.0,0.0,0.0,0.0,Credit card,-1609,
386647,5567414,Closed,currency 1,-1791,0,-695.0,-1205.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-320,0.0
274020,6791534,Closed,currency 1,-881,0,-545.0,-545.0,0.0,0,37335.15,0.0,0.0,0.0,Consumer credit,-539,
265171,5367978,Active,currency 1,-453,0,1380.0,,0.0,0,225000.0,224906.49,93.51,0.0,Credit card,-8,
176612,5551150,Active,currency 1,-725,0,1084.0,,0.0,0,193500.0,0.0,193500.0,0.0,Credit card,-630,
206918,6752529,Closed,currency 1,-1547,0,-998.0,-1240.0,,0,67500.0,0.0,0.0,0.0,Consumer credit,-689,
395124,6822938,Closed,currency 1,-976,0,-245.0,-245.0,,0,245659.5,0.0,0.0,0.0,Consumer credit,-245,
404477,6568182,Active,currency 1,-799,0,371.0,,,0,351000.0,333256.5,0.0,0.0,Credit card,-155,
322824,6462163,Active,currency 1,-104,0,82.0,,0.0,0,91080.0,63954.0,0.0,0.0,Consumer credit,-31,
129497,5823757,Closed,currency 1,-11,0,,-7.0,,0,9000.0,0.0,,0.0,Consumer credit,-7,
320077,5868582,Active,currency 1,-492,0,796.0,,,0,180000.0,172080.0,0.0,0.0,Credit card,-75,
360934,5300408,Active,currency 1,-1384,0,-720.0,,0.0,0,0.0,-2378.745,2378.745,0.0,Credit card,-685,
391825,5730484,Closed,currency 1,-510,0,-493.0,-493.0,,0,52483.5,0.0,,0.0,Consumer credit,-488,
182795,5114547,Closed,currency 1,-2359,0,,-487.0,0.0,0,13500.0,0.0,0.0,0.0,Credit card,-397,0.0
307617,5379061,Closed,currency 1,-1763,0,-1581.0,-1564.0,,0,26365.5,0.0,0.0,0.0,Consumer credit,-815,
231562,6019402,Active,currency 1,-621,0,475.0,,,0,1170000.0,1201032.0,0.0,0.0,Credit card,-14,71271.0
219732,6653302,Closed,currency 1,-2734,0,-2338.0,-2363.0,,0,33610.5,0.0,,0.0,Consumer credit,-723,0.0
190576,6323029,Closed,currency 1,-2745,0,-2564.0,-2564.0,,0,46971.0,0.0,,0.0,Consumer credit,-2562,
124690,6572603,Closed,currency 1,-1502,0,-770.0,-763.0,,0,93744.0,0.0,0.0,0.0,Consumer credit,-729,
424660,5713841,Closed,currency 1,-880,0,-696.0,-696.0,4158.72,0,24379.02,0.0,0.0,0.0,Consumer credit,-145,
248340,5361221,Active,currency 1,-844,0,1355.0,,0.0,0,450000.0,305563.14,144436.86,0.0,Credit card,-22,
204571,6463301,Closed,currency 1,-238,0,-76.0,-76.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-76,
107889,5772480,Closed,currency 1,-2471,0,-2103.0,-2197.0,0.0,0,33286.5,0.0,0.0,0.0,Consumer credit,-2197,
161762,5416466,Active,currency 1,-395,0,1427.0,,,0,135000.0,127152.0,,0.0,Credit card,-8,6930.0
124315,5311785,Closed,currency 1,-2309,0,-1214.0,-1670.0,,0,270000.0,0.0,,0.0,Consumer credit,-1670,
158826,6032458,Closed,currency 1,-1998,0,-1253.0,-1030.0,,0,202500.0,,,0.0,Credit card,-1029,
250949,5922255,Closed,currency 1,-1759,0,-1547.0,-1575.0,0.0,0,55840.5,0.0,0.0,0.0,Consumer credit,-1575,
273453,6375745,Closed,currency 1,-929,0,168.0,-809.0,0.0,0,1994134.5,,,0.0,Car loan,-809,1350.0
108279,5734519,Closed,currency 1,-752,0,-387.0,-387.0,0.0,0,119935.8,0.0,0.0,0.0,Consumer credit,-387,
348662,6669998,Closed,currency 1,-2029,0,-1843.0,-1838.0,3775.77,0,21330.0,0.0,0.0,0.0,Consumer credit,-1837,8383.5
193175,6220592,Active,currency 1,-354,0,803.0,,,0,157500.0,141304.5,0.0,0.0,Credit card,-2,
450115,5546391,Active,currency 1,-1099,0,,,0.0,0,675000.0,674959.5,40.5,0.0,Credit card,-12,
327534,5712572,Closed,currency 1,-1031,0,-725.0,-998.0,,0,55728.0,0.0,0.0,0.0,Consumer credit,-997,10899.0
229874,5422278,Closed,currency 1,-1873,0,-1495.0,-917.0,,0,360000.0,,,0.0,Consumer credit,-914,
338392,5627081,Active,currency 1,-663,0,1163.0,,,0,401787.0,311922.0,0.0,0.0,Consumer credit,-27,0.0
170959,6491456,Active,currency 1,-19,0,1097.0,,,0,0.0,67.5,0.0,0.0,Credit card,-14,
305083,5163000,Closed,currency 1,-235,0,-143.0,-143.0,,0,52605.0,0.0,,0.0,Consumer credit,-138,4270.5
413705,6113157,Closed,currency 1,-464,0,-251.0,-251.0,,0,118048.5,0.0,,0.0,Consumer credit,-231,
114567,5864507,Active,currency 1,-410,0,,,,0,585000.0,0.0,0.0,0.0,Credit card,-68,0.0
121295,5476030,Closed,currency 1,-2219,0,-1946.0,-1974.0,0.0,0,51120.0,0.0,0.0,0.0,Consumer credit,-1974,
243721,5375999,Closed,currency 1,-2311,0,-2128.0,-2129.0,,0,98010.0,0.0,,0.0,Consumer credit,-2127,
342318,6661424,Closed,currency 1,-2575,0,-749.0,-2331.0,0.0,0,1291909.5,0.0,0.0,0.0,Consumer credit,-2331,
166906,6692331,Closed,currency 1,-1150,0,-847.0,-847.0,,0,21087.0,0.0,,0.0,Credit card,-847,0.0
160780,6328335,Active,currency 1,-746,0,349.0,,0.0,0,450000.0,-450.0,450450.0,0.0,Credit card,-154,
109686,5292982,Closed,currency 1,-2479,0,-2410.0,-2410.0,,0,13500.0,0.0,,0.0,Credit card,-906,
406560,5313457,Closed,currency 1,-1383,0,-1200.0,-1197.0,,0,82237.5,0.0,,0.0,Consumer credit,-1068,
398797,5576268,Closed,currency 1,-439,0,-135.0,-347.0,0.0,0,85495.5,0.0,0.0,0.0,Consumer credit,-347,
128313,5641363,Closed,currency 1,-584,0,1241.0,-503.0,0.0,0,2250000.0,0.0,0.0,0.0,Consumer credit,-503,
221407,5382359,Active,currency 1,-1288,0,-55.0,,,0,1017000.0,681786.0,0.0,0.0,Credit card,-18,
198554,6839831,Closed,currency 1,-399,0,-258.0,-258.0,0.0,0,64548.09,0.0,0.0,0.0,Consumer credit,-258,9130.5
138001,5585031,Closed,currency 1,-1341,0,-1015.0,-1015.0,,0,106254.0,,,0.0,Consumer credit,-1015,
447896,5031679,Active,currency 1,-824,0,554.0,,,0,225000.0,0.0,0.0,0.0,Credit card,-226,
130447,5862292,Closed,currency 1,-412,0,-109.0,-350.0,0.0,0,67455.0,0.0,0.0,0.0,Consumer credit,-330,
197842,5923276,Active,currency 1,-1514,0,678.0,,9270.0,0,90000.0,83380.5,,0.0,Credit card,-6,
395053,5024148,Active,currency 1,-356,0,740.0,,,0,1806214.5,1303875.0,,0.0,Car loan,-6,0.0
333266,6770476,Active,currency 1,-1738,0,-408.0,,0.0,0,0.0,-0.9,0.9,0.0,Credit card,-643,
184450,5718561,Closed,currency 1,-2825,0,8132.0,-1317.0,,0,6750000.0,,,0.0,Consumer credit,-1317,0.0
192969,5455840,Active,currency 1,-545,0,750.0,,,0,157500.0,85765.5,0.0,0.0,Credit card,-21,
431089,5403947,Active,currency 1,-476,0,1350.0,,,0,495000.0,325642.5,0.0,0.0,Consumer credit,-7,
455514,6035902,Closed,currency 1,-2892,0,-2680.0,-2709.0,,0,52680.6,0.0,,0.0,Consumer credit,-779,
317423,5001645,Closed,currency 1,-2265,0,-2088.0,-2088.0,,0,29785.5,,,0.0,Credit card,-2088,
193624,6802781,Active,currency 1,-47,0,134.0,,0.0,0,56250.0,47484.0,0.0,0.0,Consumer credit,-12,
100028,6356880,Active,currency 1,-1805,0,-1105.0,,,0,0.0,0.0,0.0,0.0,Credit card,-54,
357800,5454802,Closed,currency 1,-1861,0,-1496.0,-1474.0,,0,135000.0,,,0.0,Consumer credit,-1472,0.0
454085,6298040,Closed,currency 1,-811,0,285.0,-566.0,,0,1829727.0,0.0,,0.0,Car loan,-566,0.0
151486,6254580,Closed,currency 1,-1032,0,-87.0,-87.0,0.0,0,292500.0,0.0,0.0,0.0,Credit card,-85,
162562,5211936,Active,currency 1,-183,0,151.0,,,0,166500.0,94707.0,0.0,0.0,Consumer credit,-13,
128676,5417308,Active,currency 1,-307,0,1519.0,,0.0,0,4500000.0,,,0.0,Consumer credit,-9,0.0
132497,6229306,Closed,currency 1,-2082,0,-256.0,-1429.0,,0,292500.0,0.0,0.0,0.0,Consumer credit,-256,0.0
109645,5777484,Closed,currency 1,-2822,0,-2091.0,-2089.0,,0,239580.0,0.0,,0.0,Consumer credit,-2087,
117875,5713529,Closed,currency 1,-900,0,926.0,-137.0,,0,76500.0,0.0,0.0,0.0,Consumer credit,-127,
173025,5801034,Active,currency 1,-2459,0,-1345.0,-2413.0,0.0,0,112500.0,0.0,0.0,0.0,Credit card,-633,
366462,6814591,Closed,currency 1,-365,0,365.0,-155.0,0.0,0,450000.0,,,0.0,Consumer credit,-155,
239494,6685761,Closed,currency 1,-1741,0,-826.0,-925.0,12244.5,0,270000.0,,,0.0,Consumer credit,-920,0.0
186318,5344895,Closed,currency 1,-822,0,-518.0,-518.0,,0,52303.5,0.0,,0.0,Consumer credit,-183,6147.0
136497,5214287,Closed,currency 1,-1945,0,-842.0,-1600.0,0.0,0,22500.0,0.0,0.0,0.0,Credit card,-1600,
246482,6039824,Closed,currency 1,-1759,0,-667.0,-1456.0,0.0,0,1199137.5,,,0.0,Car loan,-1456,
422112,6135500,Active,currency 1,-146,0,1069.0,,,0,202500.0,190485.0,0.0,0.0,Credit card,-30,
346146,5118011,Active,currency 1,-667,0,10292.0,,0.0,0,18000.0,,,0.0,Credit card,-667,0.0
189764,6613193,Closed,currency 1,-2426,0,-2122.0,-2122.0,,0,1350000.0,0.0,,0.0,Consumer credit,-2120,
311063,5398651,Closed,currency 1,-2576,0,-2270.0,-2271.0,,0,214852.5,0.0,,0.0,Consumer credit,-1809,0.0
303138,5391850,Closed,currency 1,-2753,0,-1630.0,-623.0,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-623,
180677,6783084,Active,currency 1,-342,0,388.0,,,0,249862.5,,,0.0,Consumer credit,-7,
201217,6680635,Closed,currency 1,-1118,0,-752.0,-752.0,0.0,0,44092.08,0.0,0.0,0.0,Consumer credit,-750,
285913,5716606,Closed,currency 1,-2826,0,-2644.0,-2259.0,1048.5,0,16461.0,,,0.0,Consumer credit,-2259,
368447,5802783,Closed,currency 1,-897,0,929.0,-867.0,,0,4950000.0,0.0,0.0,0.0,Consumer credit,-831,
348089,6676534,Closed,currency 1,-236,0,-116.0,-116.0,0.0,0,39060.0,0.0,0.0,0.0,Consumer credit,-116,
149519,5459679,Closed,currency 1,-2511,0,-2145.0,-2306.0,,0,122310.0,0.0,,0.0,Consumer credit,-2304,
273239,5473568,Closed,currency 1,-1324,0,-959.0,-959.0,0.0,0,39952.26,0.0,0.0,0.0,Consumer credit,-959,
133264,5268712,Active,currency 1,-176,0,920.0,,,0,144000.0,128835.0,0.0,0.0,Consumer credit,-20,5359.5
351033,6730929,Active,currency 1,-29,0,1114.0,,,0,472500.0,471514.5,,0.0,Credit card,-9,0.0
146863,6411603,Closed,currency 1,-2436,0,-610.0,-387.0,0.0,0,765000.0,0.0,0.0,0.0,Consumer credit,-373,
292252,5319277,Active,currency 1,-1180,0,-1058.0,-1180.0,0.0,0,103804.47,0.0,0.0,0.0,Consumer credit,-1180,
164280,5898682,Closed,currency 1,-637,0,1189.0,-25.0,,0,94500.0,0.0,0.0,0.0,Consumer credit,-22,
400063,6327223,Active,currency 1,-347,0,749.0,,0.0,0,481500.0,380056.5,0.0,0.0,Consumer credit,-22,13374.99
300685,6368898,Closed,currency 1,-2443,0,-2321.0,-2321.0,,0,16254.0,,,0.0,Credit card,-2321,
327642,5411268,Active,currency 1,-202,0,362.0,,0.0,0,135000.0,119176.2,0.0,0.0,Consumer credit,-33,
170140,6431528,Closed,currency 1,-1419,0,-1296.0,-1286.0,0.0,0,81873.0,,,0.0,Consumer credit,-1286,
394684,5328578,Closed,currency 1,-514,0,-149.0,-149.0,2502.63,0,41544.63,0.0,0.0,0.0,Consumer credit,-149,
369783,5641561,Active,currency 1,-458,0,638.0,,2624.715,0,45000.0,63042.885,-18042.885,0.0,Credit card,-238,
193103,6350873,Closed,currency 1,-2519,0,-1789.0,-1816.0,0.0,0,270000.0,,,0.0,Consumer credit,-1813,
346897,5052272,Active,currency 1,-908,0,919.0,,,0,621000.0,403929.0,0.0,0.0,Consumer credit,-32,
263572,6740351,Closed,currency 1,-982,0,-800.0,-800.0,,0,36589.5,0.0,,0.0,Consumer credit,-793,
450408,5239819,Closed,currency 1,-996,0,-631.0,-664.0,0.0,0,252000.0,0.0,0.0,0.0,Consumer credit,-651,
191673,5527995,Active,currency 1,-1062,0,34.0,,,0,270000.0,14139.0,0.0,0.0,Consumer credit,-23,
377649,6311486,Closed,currency 1,-436,0,-375.0,-375.0,0.0,0,33478.56,0.0,0.0,0.0,Consumer credit,-373,0.0
426128,5400019,Closed,currency 1,-1038,0,-768.0,-768.0,0.0,0,132821.73,0.0,0.0,0.0,Consumer credit,-768,
325242,6064046,Closed,currency 1,-1449,0,-1355.0,-1355.0,,0,18000.0,0.0,0.0,0.0,Consumer credit,-947,0.0
321214,6723997,Closed,currency 1,-818,0,-453.0,-453.0,0.0,0,67500.0,0.0,0.0,0.0,Consumer credit,-453,
155513,5679873,Closed,currency 1,-867,0,-775.0,-775.0,0.0,0,134955.0,0.0,0.0,0.0,Consumer credit,-771,
297522,5880097,Active,currency 1,-169,0,684.0,,0.0,0,900000.0,,,0.0,Consumer credit,-14,
209025,5580729,Active,currency 1,-641,0,30979.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-143,
121175,6442232,Closed,currency 1,-2792,0,-1786.0,-1786.0,,0,100260.0,0.0,,0.0,Consumer credit,-19,
321116,5012485,Active,currency 1,-179,0,30913.0,,,0,409500.0,347260.5,,0.0,Credit card,-13,3109.5
429170,6162454,Active,currency 1,-419,0,30957.0,,,0,54000.0,51041.655,2958.345,0.0,Credit card,-14,0.0
328102,5167244,Active,currency 1,-218,0,878.0,,0.0,0,250218.0,221112.0,,0.0,Consumer credit,-13,
308366,6659230,Closed,currency 1,-1969,0,-143.0,-339.0,0.0,0,1125000.0,,,0.0,Consumer credit,-339,
123345,6593393,Closed,currency 1,-1121,0,-617.0,-73.0,,0,297000.0,0.0,0.0,0.0,Credit card,-72,0.0
347257,6680306,Closed,currency 1,-1053,0,-994.0,-936.0,,0,163125.0,,,0.0,Consumer credit,-933,
210170,6587070,Closed,currency 1,-2273,0,-1534.0,-1536.0,,0,45000.0,,,0.0,Consumer credit,-1536,0.0
173505,5357199,Closed,currency 1,-1781,0,-1600.0,-928.0,,0,65772.0,,,0.0,Consumer credit,-925,
130303,6584309,Closed,currency 1,-167,0,197.0,-49.0,,0,135000.0,,,0.0,Consumer credit,-42,0.0
380166,6196801,Closed,currency 1,-2816,0,-2635.0,-2635.0,,0,24372.0,0.0,,0.0,Consumer credit,-2635,
396064,5759233,Active,currency 1,-829,0,293.0,,,0,270000.0,245961.0,0.0,0.0,Credit card,-25,9540.0
216678,5723291,Closed,currency 1,-2731,0,-1618.0,-876.0,0.0,0,225000.0,0.0,0.0,0.0,Credit card,-876,
272079,5470632,Closed,currency 1,-725,0,-270.0,-327.0,,0,94770.72,0.0,,0.0,Consumer credit,-323,
135252,5727776,Closed,currency 1,-1226,0,-129.0,-1086.0,,0,0.0,0.0,0.0,0.0,Credit card,-862,
